ram_used,ram_ava,cpu,temp
303040,6007596,1.1,57.939
317660,5990052,28.8,58.913
327048,5979932,37.5,59.4
327648,5979036,26.6,58.913
327632,5979048,29.6,59.4
327580,5979096,28.3,58.426
329400,5977276,34.0,58.426
328992,5977680,27.8,59.887
328424,5978244,28.6,58.913
327860,5978808,31.4,60.374
328672,5977996,29.4,58.426
328756,5977908,26.9,59.4
328960,5977700,30.6,58.426
328688,5977968,33.3,59.4
328708,5981496,27.1,58.913
328596,5981660,32.0,60.374
328784,5981468,31.4,59.4
328756,5981492,32.1,60.374
329916,5980328,33.3,58.913
329688,5980552,30.0,60.374
329372,5980864,30.0,59.4
329560,5980672,33.3,60.374
328876,5984460,32.0,60.374
329460,5983916,29.2,60.861
329188,5984184,32.7,59.887
329376,5983992,30.9,59.887
329504,5983860,34.0,60.861
328800,5984560,30.6,59.887
329164,5984192,30.6,61.348
328720,5984636,28.6,60.374
329640,5983716,28.3,60.374
330168,5983188,31.5,60.374
329664,5983692,28.6,61.348
329728,5983628,31.4,60.861
330484,5982872,32.0,61.348
330380,5982976,30.0,60.861
330584,5982748,28.1,61.348
329764,5983564,32.0,61.348
329868,5983460,31.4,60.861
330356,5982972,30.6,60.374
330592,5982736,30.0,61.348
329776,5983552,31.6,61.348
330116,5983212,30.0,61.348
330560,5982768,30.6,61.348
330432,5982976,31.4,61.348
330284,5983124,30.9,60.861
329792,5983612,30.0,62.809
330392,5983008,30.0,61.348
331072,5982324,33.3,61.348
330236,5983160,32.7,60.861
330668,5982728,28.6,61.835
329696,5983700,29.6,61.348
330920,5982476,30.0,60.861
330256,5983140,29.6,62.322
330556,5982840,30.0,61.835
330360,5983036,28.8,61.348
331736,5981660,32.1,61.348
330924,5982472,28.8,60.861
331192,5982204,30.8,61.348
331576,5981856,30.9,62.322
331520,5981912,28.3,62.809
331712,5981720,32.7,61.835
331104,5982328,32.7,60.861
331856,5981576,29.1,60.861
331544,5981888,32.0,60.861
331736,5981696,30.0,61.835
332076,5981356,32.0,62.809
331616,5981816,31.4,63.296
331556,5981876,31.4,61.835
331392,5982040,32.0,62.322
331600,5981832,32.7,62.809
331792,5981640,30.0,61.835
331272,5982160,30.6,61.835
331672,5981760,28.6,62.809
332160,5981272,31.4,62.809
331892,5981540,32.0,62.322
331000,5982432,31.4,62.809
331792,5981636,32.0,61.835
331008,5982416,32.7,60.861
331908,5981516,32.7,62.322
331240,5982184,34.0,61.835
330264,5983160,32.7,61.348
330932,5982528,30.0,62.809
331640,5981820,28.6,62.322
331076,5982384,29.2,61.835
331816,5981644,30.0,61.835
331800,5981660,29.2,61.835
331740,5981720,27.1,62.809
331932,5981528,30.6,62.322
332020,5981440,27.1,62.322
331812,5981648,29.2,62.322
331912,5981548,32.7,62.809
331968,5981492,32.7,62.809
332068,5981392,30.9,62.809
331252,5982208,31.4,63.783
332316,5981144,32.0,63.783
332004,5981456,32.0,62.322
332092,5981368,30.0,63.296
331916,5981576,30.6,63.296
332108,5981384,27.1,62.809
332404,5981088,34.6,63.296
331988,5981504,30.0,62.322
331676,5981816,31.4,62.809
332084,5981400,32.0,63.296
333168,5980316,30.2,62.809
333184,5980300,29.1,62.322
332256,5981228,33.3,61.835
332196,5981288,32.1,61.835
332324,5981160,30.0,62.322
332440,5981044,33.3,62.322
331640,5981844,31.4,63.296
332192,5981292,32.1,62.809
332132,5981352,28.6,62.322
331932,5981552,32.0,63.783
332376,5981108,31.4,62.322
332064,5981420,30.0,63.296
331764,5981720,27.9,63.296
331864,5981620,25.8,62.809
331804,5981680,29.0,62.322
331996,5981488,28.3,62.809
331684,5981800,34.0,62.809
331260,5982224,29.4,62.809
332676,5980808,32.1,63.296
331908,5981576,30.0,63.296
332084,5981400,31.4,63.296
331756,5981728,30.0,63.783
331068,5982416,34.0,63.296
330764,5982728,29.4,62.809
331060,5982432,30.0,62.322
329992,5983500,28.6,62.809
328924,5984568,30.8,62.809
330136,5983356,27.1,62.809
330076,5983416,32.1,62.809
330016,5983476,31.4,63.296
330208,5983284,32.7,63.783
330652,5982840,27.1,62.809
330104,5983388,30.8,63.296
329688,5983804,28.6,63.783
330192,5983300,30.6,63.783
330672,5982828,30.0,62.322
330376,5983124,30.0,62.322
329456,5984044,30.0,63.296
330476,5983024,30.0,63.296
330440,5983056,31.4,62.809
329800,5983696,27.1,64.757
330080,5983416,30.0,62.809
330272,5983224,30.0,64.27
330212,5983284,32.7,62.809
330152,5983344,30.0,62.322
330092,5983404,32.7,63.783
330284,5983212,30.0,63.296
330640,5982856,31.4,63.783
330076,5983420,31.4,63.296
330100,5983392,30.0,63.296
330204,5983288,32.7,63.783
330692,5982800,35.2,63.296
330424,5983068,32.7,63.296
329620,5983872,31.4,63.783
330224,5983268,32.7,63.296
329972,5983520,30.0,63.783
330460,5983032,28.6,63.783
329796,5983696,28.6,64.27
330240,5983252,31.4,62.809
330268,5983224,30.0,63.783
330120,5983372,30.0,63.783
330104,5983388,30.0,63.783
330000,5983492,31.4,63.783
331008,5982484,31.4,63.783
329700,5983792,31.4,64.27
329900,5983600,31.4,63.783
329952,5983548,28.6,63.783
330440,5983060,31.4,64.27
329912,5983588,31.4,64.27
329660,5983840,32.0,62.809
330304,5983192,31.4,63.296
330036,5983460,31.4,62.809
330184,5983312,30.0,63.296
329608,5983888,31.4,63.296
330644,5982852,29.2,63.783
329992,5983504,30.0,64.27
330184,5983312,32.7,63.296
329872,5983624,34.0,64.27
330356,5983136,31.4,64.27
330504,5982988,33.3,64.27
329996,5983496,31.4,63.296
329640,5983852,30.0,63.783
330380,5983112,32.7,63.783
330276,5983216,31.4,64.27
330556,5982936,32.7,63.783
329740,5983752,33.3,63.783
330360,5983132,32.7,63.783
330344,5983148,31.4,64.27
330580,5982912,27.1,63.783
330256,5983236,28.6,64.757
330360,5983132,30.0,64.757
330344,5983148,30.0,64.27
330240,5983252,32.7,63.296
330420,5983076,30.0,63.296
330672,5982824,34.0,65.244
329824,5983672,34.0,63.783
330200,5983296,31.4,63.783
330712,5982784,30.0,62.809
330444,5983052,30.0,63.783
329836,5983660,30.8,64.27
330256,5983240,30.6,63.783
330812,5982684,30.8,64.27
330516,5982980,32.0,63.296
330724,5982772,30.0,63.296
330380,5983116,29.4,64.27
330588,5982908,36.4,63.296
330040,5983456,32.7,64.27
330280,5983216,34.0,64.27
327880,5985616,27.1,63.296
329180,5984316,30.0,64.27
329624,5983872,30.0,63.296
329060,5984436,30.0,64.757
329148,5984348,31.4,64.757
328940,5984556,30.0,64.757
329544,5983952,31.4,64.27
330552,5982944,29.0,63.783
331056,5982440,28.6,64.27
332624,5980872,34.0,63.783
332588,5980908,30.0,64.27
333032,5980464,34.0,64.757
332376,5981120,32.7,64.757
332820,5980676,32.7,64.27
333220,5980276,32.7,63.296
332436,5981060,30.0,64.27
332880,5980616,27.1,62.809
332632,5980864,27.4,63.783
332308,5981188,30.0,64.757
332792,5980704,31.4,64.757
332456,5981040,30.0,64.757
332664,5980832,32.0,63.783
333404,5980092,27.9,63.783
333592,5979904,29.6,63.783
334392,5979104,30.4,63.296
334380,5979116,29.6,64.757
334720,5978776,34.0,64.757
333908,5979588,34.0,63.296
334352,5979144,34.0,63.783
334080,5979420,34.0,64.757
334036,5979464,28.1,63.783
334568,5978932,28.6,64.27
334760,5978740,28.6,63.296
334184,5979316,27.7,63.783
335144,5978356,30.0,64.27
334580,5978920,29.4,64.27
335024,5978476,32.0,64.27
334348,5979152,29.4,63.783
334644,5978856,31.4,63.783
335088,5978412,30.0,64.757
334176,5979324,32.7,64.27
334636,5978864,30.0,64.27
333884,5979616,32.7,63.296
334048,5979452,27.3,64.757
334552,5978948,30.0,64.27
335024,5978476,31.4,63.783
334332,5979168,29.1,64.27
333716,5979784,33.3,64.27
333316,5980184,31.5,63.783
334352,5979148,30.2,63.783
333788,5979712,30.8,64.27
334128,5979372,28.8,64.27
334172,5979328,29.4,64.27
333520,5979980,31.5,64.27
334304,5979196,30.8,64.757
334652,5978848,29.4,64.757
334324,5979176,31.5,64.757
333784,5979716,29.4,64.757
334680,5978820,30.2,64.757
333804,5979696,29.4,64.27
334344,5979156,28.8,64.27
334496,5979004,30.8,64.27
334076,5979412,29.4,63.296
334508,5978980,26.5,63.296
332984,5980504,32.1,63.783
333692,5979796,29.4,64.27
331904,5981584,30.2,63.783
332020,5981468,33.3,64.757
331692,5981796,32.1,64.757
331648,5981840,30.2,64.27
332596,5980892,28.3,63.783
331588,5981900,30.8,63.783
332364,5981124,30.8,64.27
331816,5981676,28.0,64.757
331604,5981888,31.5,65.244
332448,5981044,28.0,63.783
332000,5981492,32.1,63.296
332488,5981004,32.1,64.757
331880,5981612,30.2,64.757
332412,5981080,28.0,63.783
332768,5980724,30.8,65.244
332052,5981440,30.2,65.244
332188,5981292,30.8,64.757
332172,5981308,29.4,64.757
333000,5980464,30.9,64.27
332288,5981176,28.0,63.296
332732,5980732,30.8,65.244
332168,5981296,30.2,63.783
331388,5982076,30.8,63.783
331832,5981632,29.4,65.244
332036,5981428,32.1,63.783
331724,5981740,30.2,63.783
332432,5981032,32.7,65.244
333660,5979804,31.4,64.27
334380,5979084,32.0,64.27
333684,5979780,31.4,64.757
334744,5978720,31.4,64.757
333956,5979508,31.4,64.27
334028,5979436,29.2,64.27
333764,5979700,28.6,65.731
334192,5979268,34.0,65.731
334384,5979076,31.4,63.783
334696,5978780,32.7,65.244
333792,5979684,32.7,64.27
334236,5979240,30.6,64.757
333672,5979804,32.7,65.244
334412,5979064,32.7,63.296
333548,5979928,30.0,65.244
334564,5978912,31.4,65.244
334032,5979444,32.7,64.27
334476,5979000,31.4,64.27
333912,5979564,31.4,65.731
333912,5979564,27.9,65.244
334252,5979224,31.4,64.757
334548,5978928,31.4,64.757
333640,5979836,30.0,63.783
334188,5979288,34.0,65.731
333636,5979840,30.8,64.757
334540,5978936,28.6,64.27
334748,5978728,31.4,64.757
333824,5979652,32.7,64.27
334580,5978896,36.4,64.27
334816,5978660,32.7,65.731
334136,5979332,29.4,65.244
334684,5978784,31.4,63.783
334876,5978592,31.4,65.244
334320,5979148,32.1,64.757
334572,5978896,27.9,65.244
334524,5978944,30.0,64.757
334968,5978500,32.7,64.757
334360,5979108,32.1,64.757
334844,5978624,30.6,64.757
334280,5979188,32.7,65.244
333512,5979956,33.3,65.244
333600,5979868,29.4,65.244
334296,5979172,29.4,65.244
333332,5980136,32.7,64.757
332816,5980652,30.8,65.244
333168,5980300,30.8,65.244
332976,5980492,31.5,65.731
333072,5980396,28.0,65.731
332316,5981152,29.4,65.244
333332,5980136,32.7,65.731
334560,5978908,35.2,64.27
334632,5978836,34.0,65.731
334188,5979280,28.8,65.244
334364,5979104,29.4,65.244
334972,5978496,31.5,65.244
334036,5979428,26.3,64.757
333012,5980448,30.8,66.705
331660,5981796,31.5,65.731
331432,5982020,28.0,66.705
330352,5983096,32.1,64.27
330404,5983024,29.4,66.218
331240,5982188,31.5,66.218
332048,5981380,29.4,65.731
331236,5982192,30.8,65.244
332680,5980748,29.4,66.218
332620,5980808,31.5,65.731
332564,5980864,30.8,66.218
331616,5981812,29.4,65.731
332192,5981236,29.4,66.218
332888,5980540,32.1,65.731
332176,5981252,28.8,65.731
332028,5981400,29.4,66.218
332472,5980956,32.1,65.731
332012,5981416,30.8,65.244
331868,5981580,29.4,64.757
332060,5981388,31.5,66.218
332504,5980944,32.1,65.244
332444,5981004,29.4,65.244
332220,5981228,29.4,65.731
331832,5981616,28.8,66.218
332288,5981160,30.8,65.244
331724,5981724,30.8,65.731
331412,5982036,30.8,65.244
331604,5981844,28.0,65.731
331952,5981496,32.1,65.731
331840,5981608,29.4,65.731
332188,5981260,30.2,66.705
331900,5981548,28.0,66.218
331952,5981496,32.1,65.244
332784,5980672,31.5,65.244
331984,5981472,29.4,66.218
331872,5981568,30.8,65.244
331812,5981628,32.1,65.731
332508,5980932,30.8,65.731
331944,5981496,28.0,65.244
332224,5981216,30.2,65.731
332164,5981276,32.1,65.731
332520,5980920,30.8,64.757
331956,5981484,29.4,65.244
331984,5981456,29.4,64.757
332944,5980496,32.1,65.731
331800,5981640,32.1,65.731
332244,5981196,30.8,65.244
331512,5981924,30.8,66.705
332608,5980836,31.1,66.218
333200,5980244,31.4,65.244
333336,5980108,27.6,65.244
334296,5979148,28.6,66.218
334296,5979148,29.5,65.244
334740,5978704,33.3,65.244
334168,5979276,32.7,64.757
334288,5979172,30.2,65.244
