614480,6026524,91.4,83.263
ram_used,ram_ava,cpu,temp
614996,6026004,90.9,83.75
ram_used,ram_ava,cpu,temp
614980,6026524,90.1,83.75
ram_used,ram_ava,cpu,temp
614320,6026672,92.1,83.75
ram_used,ram_ava,cpu,temp
614068,6026924,91.1,83.263
ram_used,ram_ava,cpu,temp
613960,6027028,91.1,82.289
ram_used,ram_ava,cpu,temp
614472,6027028,91.6,82.776
ram_used,ram_ava,cpu,temp
614820,6026404,90.5,83.75
ram_used,ram_ava,cpu,temp
614928,6025768,90.8,82.776
ram_used,ram_ava,cpu,temp
614928,6025768,91.5,83.75
ram_used,ram_ava,cpu,temp
614420,6025268,90.9,83.263
ram_used,ram_ava,cpu,temp
614680,6025520,91.7,83.263
ram_used,ram_ava,cpu,temp
613924,6026276,90.7,83.263
ram_used,ram_ava,cpu,temp
613420,6027284,91.3,83.75
ram_used,ram_ava,cpu,temp
613168,6027536,91.5,83.263
ram_used,ram_ava,cpu,temp
614280,6026424,92.4,83.75
ram_used,ram_ava,cpu,temp
614184,6027032,91.7,83.75
ram_used,ram_ava,cpu,temp
615032,6025920,91.5,82.289
ram_used,ram_ava,cpu,temp
614516,6025924,92.5,83.75
ram_used,ram_ava,cpu,temp
614408,6026032,92.1,83.263
ram_used,ram_ava,cpu,temp
614400,6026032,92.5,83.263
ram_used,ram_ava,cpu,temp
614980,6025896,91.9,83.263
ram_used,ram_ava,cpu,temp
615164,6025780,89.3,83.263
ram_used,ram_ava,cpu,temp
614912,6026032,91.8,83.263
ram_used,ram_ava,cpu,temp
614884,6024524,91.5,82.289
ram_used,ram_ava,cpu,temp
614984,6024424,91.6,82.776
ram_used,ram_ava,cpu,temp
614980,6024428,91.2,83.263
ram_used,ram_ava,cpu,temp
614380,6026296,91.0,82.776
ram_used,ram_ava,cpu,temp
615888,6024788,91.8,82.776
ram_used,ram_ava,cpu,temp
613612,6026552,90.6,84.237
ram_used,ram_ava,cpu,temp
613108,6027056,92.1,83.263
ram_used,ram_ava,cpu,temp
612856,6027308,91.7,83.75
ram_used,ram_ava,cpu,temp
612864,6027812,89.3,82.776
ram_used,ram_ava,cpu,temp
611848,6028820,92.2,83.263
ram_used,ram_ava,cpu,temp
611692,6028464,91.6,83.263
ram_used,ram_ava,cpu,temp
611080,6029072,91.4,83.75
ram_used,ram_ava,cpu,temp
611072,6029076,91.9,82.289
ram_used,ram_ava,cpu,temp
611580,6029080,91.6,82.776
ram_used,ram_ava,cpu,temp
611880,6027492,91.7,84.237
ram_used,ram_ava,cpu,temp
612280,6026564,91.4,83.263
ram_used,ram_ava,cpu,temp
613392,6025452,92.4,83.75
ram_used,ram_ava,cpu,temp
612816,6027052,91.3,84.237
ram_used,ram_ava,cpu,temp
613560,6026820,92.1,82.776
ram_used,ram_ava,cpu,temp
615792,6024580,89.4,82.776
ram_used,ram_ava,cpu,temp
615640,6024732,91.6,83.75
ram_used,ram_ava,cpu,temp
615372,6024480,91.5,83.263
ram_used,ram_ava,cpu,temp
614524,6025328,91.6,84.237
ram_used,ram_ava,cpu,temp
614768,6025092,91.6,83.263
ram_used,ram_ava,cpu,temp
614292,6026084,91.6,82.776
ram_used,ram_ava,cpu,temp
614328,6026044,91.8,83.75
ram_used,ram_ava,cpu,temp
613988,6025604,91.8,82.776
ram_used,ram_ava,cpu,temp
614336,6025248,91.1,82.776
ram_used,ram_ava,cpu,temp
613960,6024596,91.7,83.263
ram_used,ram_ava,cpu,temp
614036,6025032,91.9,82.776
ram_used,ram_ava,cpu,temp
614076,6024988,91.8,83.75
ram_used,ram_ava,cpu,temp
614468,6025108,91.1,83.263
ram_used,ram_ava,cpu,temp
614064,6025508,90.9,82.776
ram_used,ram_ava,cpu,temp
613952,6025612,92.0,84.724
ram_used,ram_ava,cpu,temp
614312,6025760,91.3,84.724
ram_used,ram_ava,cpu,temp
614204,6025864,90.9,83.263
ram_used,ram_ava,cpu,temp
614196,6025360,91.1,83.263
ram_used,ram_ava,cpu,temp
613932,6025360,91.9,83.75
ram_used,ram_ava,cpu,temp
614696,6024588,92.1,82.776
ram_used,ram_ava,cpu,temp
615192,6024604,91.6,83.263
ram_used,ram_ava,cpu,temp
615444,6024352,91.0,84.724
ram_used,ram_ava,cpu,temp
615180,6024104,92.2,82.776
ram_used,ram_ava,cpu,temp
615016,6023244,91.4,83.75
ram_used,ram_ava,cpu,temp
615160,6023100,91.6,83.75
ram_used,ram_ava,cpu,temp
615432,6023336,91.8,82.776
ram_used,ram_ava,cpu,temp
615512,6024256,91.9,83.75
ram_used,ram_ava,cpu,temp
615260,6024508,91.1,84.724
ram_used,ram_ava,cpu,temp
615144,6024112,91.1,84.237
ram_used,ram_ava,cpu,temp
615136,6023860,91.3,83.263
ram_used,ram_ava,cpu,temp
615404,6023608,91.8,82.776
ram_used,ram_ava,cpu,temp
614760,6024764,91.3,83.75
ram_used,ram_ava,cpu,temp
614896,6024620,91.1,83.75
ram_used,ram_ava,cpu,temp
614504,6024500,92.8,83.75
ram_used,ram_ava,cpu,temp
614252,6024752,91.7,82.776
